hash,label
AgACAgIAAxkDAAICgGElO-wqAelZtJaHajEnS4tifs3gAALUtTEbfY8oSQoevkbhdTUYAQADAgADeAADIAQ,Каратау
AgACAgIAAxkDAAICgWElO-whcR8QjEqUtxtBHU_sliXvAALVtTEbfY8oSZwDiBYhOgyLAQADAgADeAADIAQ,но нездешний
AgACAgIAAxkDAAICgmElO-w0aeYTG9Duvhh1-Je_UqUOAALWtTEbfY8oSY6CH68l07snAQADAgADbQADIAQ,"Я верю,"
AgACAgIAAxkDAAICg2ElO-2drbh4Zy0tyBYKEmUKbenuAALXtTEbfY8oSQ4tSZnrWKBcAQADAgADeAADIAQ,Восточно-Казахстанская
AgACAgIAAxkDAAIChGElO-2P-CWUTWD_-QmGwbJ1vGPtAALYtTEbfY8oSXpYewINIZDEAQADAgADeAADIAQ,"И тени чувств,"
AgACAgIAAxkDAAIChWElO-3tcxon2Gz_fVjyVyk9m4hUAALZtTEbfY8oSVzbsJi-5E6QAQADAgADeAADIAQ,И одну лишь
AgACAgIAAxkDAAIChmElO-1wQyzNMd6i8rx-gA3KZbtxAALatTEbfY8oSTif33PiFMfuAQADAgADeAADIAQ,Астана
AgACAgIAAxkDAAICh2ElO-29S9pC4DqWEkNAWbQHKmmqAALbtTEbfY8oSRLv6BO7xpZEAQADAgADeAADIAQ,"Я люблю тебя,"
AgACAgIAAxkDAAICiGElO-3hn4a-pffkhwvE0jF17O_gAALctTEbfY8oSXi_wugOOt9RAQADAgADeAADIAQ,Кокшетау
AgACAgIAAxkDAAICiWElO-4GPaqtgVg1TLCSB510gdrGAALdtTEbfY8oSUQ8gokJjEuUAQADAgADeAADIAQ,Кызылорда
AgACAgIAAxkDAAICimElO-6wSKGqRuMfwFRt6xRjZCD7AALetTEbfY8oSSVB55YigYACAQADAgADeAADIAQ,"Верней, волчицу"
AgACAgIAAxkDAAICi2ElO-6MbE3Zl4jrxXo2rT00Pf_EAALftTEbfY8oSTkcuUMEbdbjAQADAgADeAADIAQ,вновь синеют
AgACAgIAAxkDAAICjGElO-60ibjdh5xb36zZ0WyizF-7AALgtTEbfY8oSVdH7UNQ104VAQADAgADbQADIAQ,РОССИЯ
AgACAgIAAxkDAAICjWElO-5oTDohAqtSwd5iGEB9WKBMAALhtTEbfY8oSUbAn-izXXVrAQADAgADeAADIAQ,Противуречит
AgACAgIAAxkDAAICjmElO-48jWdmc8JjQ9RlVVFYwG2IAALitTEbfY8oSTLAWSG243tFAQADAgADbQADIAQ,от
AgACAgIAAxkDAAICj2ElO--1HPHArcQg7CeDF0ffp48aAALjtTEbfY8oSdD9Q57F0090AQADAgADeAADIAQ,"не забили глиной,"
AgACAgIAAxkDAAICkGElO_r547t0tiUBpVLddPgUVI27AALktTEbfY8oSYljI_21b9UKAQADAgADeAADIAQ,помнящих вопли тунна
AgACAgIAAxkDAAICkWElO_pnAAHIgGKwVaUqsSfroWK3KQAC5bUxG32PKEnNHFJILkr67gEAAwIAA3gAAyAE,сухую воду
AgACAgIAAxkDAAICkmElO_qJG60dhMFs2gy23x3TNb6dAALmtTEbfY8oSZyXJhV-PUjrAQADAgADeAADIAQ,прекрасное лицо.
AgACAgIAAxkDAAICk2ElO_qJKN_NDZ7qBMV1U7FRZbUQAALntTEbfY8oSY6Ksw6k1nPcAQADAgADbQADIAQ,Область
AgACAgIAAxkDAAIClGElO_vQ2k_afUJvyYj3z-BHa4RHAALotTEbfY8oSUEdJN5lUQLnAQADAgADbQADIAQ,Костанай
AgACAgIAAxkDAAIClWElO_vOAo_oSXaGlCWfDBuSQb6kAALptTEbfY8oSSdaVp0gjwVzAQADAgADeAADIAQ,Хранит в себе
AgACAgIAAxkDAAIClmElO_sVVOIVr1eDGpoBAuKZ7njvAALqtTEbfY8oSc4MunQd22vUAQADAgADbQADIAQ,Текели
AgACAgIAAxkDAAICl2ElO_vrwmI2mqHKFO5pXCb1cNGPAALrtTEbfY8oSe2IJPbFmhixAQADAgADeAADIAQ,И по изрытому
AgACAgIAAxkDAAICmGElO_vN9eOOY7JVWMtCAdwXW30ZAALstTEbfY8oSbbyc6t-5yFpAQADAgADbQADIAQ,Республика
AgACAgIAAxkDAAICmWElO_tXSa-xkvs07_veZ7okHKTtAALttTEbfY8oSRLOTSSINn3RAQADAgADbQADIAQ,теплои
AgACAgIAAxkDAAICmmElO_xCdOAhRq7AAAEw4daDR8c-ywAC7rUxG32PKElR2kylUL4J-AEAAwIAA3gAAyAE,"А, точнее, мать..."
AgACAgIAAxkDAAICm2ElO_wxU8VmJpwRZ26lshjhyDQsAALvtTEbfY8oSdQZFgQZEJC9AQADAgADbQADIAQ,Кокшетау
AgACAgIAAxkDAAICnGElO_ylAAFgAk99JOlqG38O0mCR6QAC8LUxG32PKElSLqS5gH6KhgEAAwIAA3gAAyAE,Шымкент
AgACAgIAAxkDAAICnWElO_y5KcYQsCLBpqhHbX72zlgKAALxtTEbfY8oSTGmWZzEUGN7AQADAgADeAADIAQ,Звучна стрелка
AgACAgIAAxkDAAICnmElO_w3Qu93SfthOu7TaUmRaePtAALytTEbfY8oSW-pUdQo6Q5NAQADAgADeAADIAQ,прекрасное лицо
AgACAgIAAxkDAAICn2ElO_2fS2CwjWSD7BplVgklffjBAALztTEbfY8oSXH8frnTqCyPAQADAgADbQADIAQ,и щитом
AgACAgIAAxkDAAICoGElO_2zWXLU4jJc0dDnJtnp1X8CAAL0tTEbfY8oSTfiWc9ZdQcUAQADAgADbQADIAQ,Село
AgACAgIAAxkDAAICoWElO_1Jrg2iwJiB8KlkoFllCAEJAAL1tTEbfY8oSQhxUqfzZ8eDAQADAgADeAADIAQ,Затоболычк
AgACAgIAAxkDAAIComElO_05UY1gC_gHDetSxouR7siXAAL2tTEbfY8oSQ5PWCgYWdapAQADAgADeAADIAQ,Загляжусь
AgACAgIAAxkDAAICo2ElO_24aaeey71uL50h35TN_HmUAAL3tTEbfY8oSdVk8YQ9fYneAQADAgADeAADIAQ,сухую воду.
AgACAgIAAxkDAAICpGElO_1-Tj0BnPGWAAEDy-QHaEGizgAC-LUxG32PKEn5vuEv7OB4BwEAAwIAA20AAyAE,джигит!
AgACAgIAAxkDAAICpWElO_74igKhsObJEv48HD0tSLf5AAL5tTEbfY8oSRw-38Q6Qa-GAQADAgADbQADIAQ,Актобе
AgACAgIAAxkDAAICpmElO_7fr8hogVltZ2GOKupPZ4ogAAL6tTEbfY8oSVTPRvLqhJ43AQADAgADeAADIAQ,Каркаралинск
AgACAgIAAxkDAAICp2ElO_6dLECildU7j-2vYXea9p_4AAL7tTEbfY8oSThFGUjQcOa7AQADAgADeAADIAQ,"джигиту,"
AgACAgIAAxkDAAICqGElO_5JijhyHSzrd2aK2JgHQ0vzAAL8tTEbfY8oSc2l_Eu7BXc8AQADAgADeAADIAQ,прекрасное лицо.
AgACAgIAAxkDAAICqWElO_4DJf0rxEGFW2hjHBHtUINvAAL9tTEbfY8oSX6o5KQsXq4NAQADAgADeAADIAQ,Кызылорда
AgACAgIAAxkDAAICqmElO_-Ms8F4SdkTSb11-MzHSArlAAL-tTEbfY8oSYZlGhFPcadnAQADAgADbQADIAQ,Республика
AgACAgIAAxkDAAICq2ElO_9hz776FMiMFSREtmsgEkIYAAL_tTEbfY8oSQklEJBa0swjAQADAgADbQADIAQ,Актобе
AgACAgIAAxkDAAICrGElO_-Rx-tzNE0AAeIW6EC7cvPdjwADtjEbfY8oSeyQy0RKm3CaAQADAgADeAADIAQ,Акмолинская
AgACAgIAAxkDAAICrWElO_8f4bbEMzhtzDzJioYsvx7KAAIBtjEbfY8oSahDJuFyOVsBAQADAgADeAADIAQ,нам насладиться.
AgACAgIAAxkDAAICrmElPArEeLJGEsqRcQHdA5qtj27kAAICtjEbfY8oSeFsae337AuwAQADAgADeAADIAQ,не достиг;
AgACAgIAAxkDAAICr2ElPArRU8hzImkJ_4NpvkzrYrpjAAIDtjEbfY8oSes1yT1i3nuDAQADAgADbQADIAQ,Актюбинская
AgACAgIAAxkDAAICsGElPAvBj_ecFb7l9rMmnYhBK5eDAAIEtjEbfY8oSanq4vchlJDCAQADAgADeAADIAQ,Летят шмели
AgACAgIAAxkDAAICsWElPAtsWPFTDyrylnxZu_wWcuMuAAIFtjEbfY8oSfgBH7OEGP0FAQADAgADeAADIAQ,лунный лик.
AgACAgIAAxkDAAICsmElPAumUPbwAAFgfGiiUGX5xdaEXQACBrYxG32PKEnkkd40PkztfAEAAwIAA20AAyAE,Астана
AgACAgIAAxkDAAICs2ElPAsoQfXhA-eIxs3oJGk5Jl6bAAIHtjEbfY8oSSgdwd_lV5qPAQADAgADbQADIAQ,Я стал
AgACAgIAAxkDAAICtGElPAwnBHhnDCZ2cfpLeZNPFHc_AAIItjEbfY8oSUkvF8PzY_-WAQADAgADbQADIAQ,Аральск
AgACAgIAAxkDAAICtWElPAyB1HuhHZTmeBEPmIXO3pslAAIJtjEbfY8oSa2nWchSb3jTAQADAgADbQADIAQ,Аягоз
AgACAgIAAxkDAAICtmElPAxqqm4QXRzmXQaNbWAt7U14AAIKtjEbfY8oSUTvML8ET4CrAQADAgADbQADIAQ,Абхазия
AgACAgIAAxkDAAICt2ElPAwp54fC4A5mH27ELidtLNxcAAILtjEbfY8oSZJR9vLe9S6TAQADAgADeAADIAQ,"Верней, волчицу,"
AgACAgIAAxkDAAICuGElPAw6fJSZEu-qmEWQHGXBBnaDAAIMtjEbfY8oSXdLD0QeaDU9AQADAgADeAADIAQ,"Верней, волчицу"
AgACAgIAAxkDAAICuWElPA3YfCjBU4YPOf_J8oJ5AAEvBgACDbYxG32PKEmGthAPrmCT1wEAAwIAA20AAyAE,Белоруссия
AgACAgIAAxkDAAICumElPA2xR4HVBjEnGD4hujvtV8fEAAIOtjEbfY8oScV_jxuFT_WKAQADAgADbQADIAQ,Атырау
AgACAgIAAxkDAAICu2ElPA3FBU12RDsf_p5GHSmCnAAB8wACD7YxG32PKElOTHVhv_bPpwEAAwIAA3gAAyAE,сейчас надо мной?
AgACAgIAAxkDAAICvGElPA7JMakX2z7lrDKJ-vofOe-FAAIQtjEbfY8oSSEPKOr4DipXAQADAgADeAADIAQ,Алматинская
AgACAgIAAxkDAAICvWElPA6THgNQuJHf6pDK8SjXfssLAAIRtjEbfY8oSRo81nqruU5JAQADAgADeAADIAQ,там ныне
AgACAgIAAxkDAAICvmElPA49Jn_XDy1JYHNzvA5b7DhxAAIStjEbfY8oSUa_TUdNnGUiAQADAgADeAADIAQ,То разгулье удалое
AgACAgIAAxkDAAICv2ElPA838g1pAnM1hZx_pWGdk6SIAAITtjEbfY8oSfrROX0SAuvOAQADAgADeAADIAQ,"о подвигах, о славе"
AgACAgIAAxkDAAICwGElPA_b6C5aM20sh8RdIIaOJ86UAAIUtjEbfY8oSU_m4meJ9AemAQADAgADeAADIAQ,за веком -
AgACAgIAAxkDAAICwWElPA_W1c0hA9jx2UgCzeG0ySh0AAIVtjEbfY8oSTuhw07NY9kjAQADAgADeAADIAQ,Что делать нам с
AgACAgIAAxkDAAICwmElPA8Xkqx8fb8axbNhXPc2mbQGAAIWtjEbfY8oSb4t3v4f0rZUAQADAgADeAADIAQ,"моряку, горят."
AgACAgIAAxkDAAICw2ElPA8QgsEmmNuc1nixyuj9AbsVAAIXtjEbfY8oSa5tmxLIWEcfAQADAgADeAADIAQ,"То разгулье удалое,"
AgACAgIAAxkDAAICxGElPA-Cx5UUNqwkY1R4jzA6m8ekAAIYtjEbfY8oSduvygftgGmZAQADAgADeAADIAQ,"То разгулье удалое,"
AgACAgIAAxkDAAICxWElPA-KaLMRw51JLftQVrw5Cm2dAAIZtjEbfY8oScHkUDZXmA0OAQADAgADbQADIAQ,АКТОБЕ
AgACAgIAAxkDAAICxmElPA8iI6GzqZnYymPPKTCLnzU3AAIatjEbfY8oSSOvUxSmaDSDAQADAgADeAADIAQ,Кызылорда
AgACAgIAAxkDAAICx2ElPBCPhQj8_bK4Xl8o0CBK3mi8AAIbtjEbfY8oSV2BRRG23_D3AQADAgADeAADIAQ,Шёл человек
AgACAgIAAxkDAAICyGElPBDEt8w6f5n_gaay5p9fpgWjAAIctjEbfY8oSWElqfA0sYTgAQADAgADbQADIAQ,"луна,"
AgACAgIAAxkDAAICyWElPBAy6UAJsbDvniqo_EWBpzi1AAIdtjEbfY8oSaoAAbZhsJzbswEAAwIAA20AAyAE,Тараз
AgACAgIAAxkDAAICymElPBD0DlKlXK_EZ-LzlkOVIFVSAAIetjEbfY8oSd8PnKkkeDwRAQADAgADeAADIAQ,"был рожден,"
AgACAgIAAxkDAAICy2ElPBAW0LSoFNh3ruy708jzNWehAAIftjEbfY8oSR1ASeQttEl0AQADAgADeAADIAQ,влюбленное вино
AgACAgIAAxkDAAICzGElPBuVNFklMh4bmT1FhhWtx6HaAAIgtjEbfY8oSaeKjh2Tq6AUAQADAgADeAADIAQ,"зарослях полыни,"
AgACAgIAAxkDAAICzWElPBzpIwl9OfHxgh1brvM3UF6KAAIhtjEbfY8oSbQTO5Ija3DWAQADAgADbQADIAQ,Жанатас
AgACAgIAAxkDAAICzmElPBz4OJxk22F8-MxUU9gUAmFvAAIitjEbfY8oSdZRRA4UTrnlAQADAgADbQADIAQ,"и ловок,"
AgACAgIAAxkDAAICz2ElPBwx-4E3h9LDNxt_d-lls3d6AAIjtjEbfY8oScg4GKrgrVK8AQADAgADeAADIAQ,не названье
AgACAgIAAxkDAAIC0GElPBxkJ7yi0f0Z2jwPQ161AAGKZQACJLYxG32PKEmNLmgvhdaPNQEAAwIAA20AAyAE,"не узнать,"
AgACAgIAAxkDAAIC0WElPB0FA6ZnUqaCVoWG_vOSTZ9tAAIltjEbfY8oSRuZV6BDmQV2AQADAgADeAADIAQ,Восточно-Казахстанская
AgACAgIAAxkDAAIC0mElPB1Wds8jZ9EXQFv229VZQcixAAImtjEbfY8oSaQut_LkiC4oAQADAgADeAADIAQ,И складывают
AgACAgIAAxkDAAIC02ElPB15tGE5RXRb0ti2fG5JKgxSAAIntjEbfY8oSX4afP8T6aeTAQADAgADbQADIAQ,Каражал
AgACAgIAAxkDAAIC1GElPB0LNCxbadQLbCIlL-c8zyaaAAIotjEbfY8oSco2pyTXPmciAQADAgADeAADIAQ,Расстилаются
AgACAgIAAxkDAAIC1WElPB4Mn72sie71JITxgkYwjzeAAAIptjEbfY8oSQa4sq1ymLRLAQADAgADeAADIAQ,Шахтинск
AgACAgIAAxkDAAIC1mElPB7ryGXnrZaOFoTzK5AtDkYoAAIqtjEbfY8oSZgmbHnSuHogAQADAgADbQADIAQ,Актау
AgACAgIAAxkDAAIC12ElPB5DC512RU9wNIsTS472HJc5AAIrtjEbfY8oScaDTaMPYJasAQADAgADeAADIAQ,Таджикистан
AgACAgIAAxkDAAIC2GElPB4U1wbHQCQ9o0ZIbVeQcE2UAAIstjEbfY8oSfN8ijpbJaoWAQADAgADeAADIAQ,Вид постоялого
AgACAgIAAxkDAAIC2WElPB-gnMHU0ZgQE-E7WgMjYhneAAIttjEbfY8oSR6BM4V2rHCWAQADAgADeAADIAQ,Восточно-Казахстанская
AgACAgIAAxkDAAIC2mElPB_zGHXxNjutt0WBR4Zd9Z3VAAIutjEbfY8oSWx7YMvruah3AQADAgADeAADIAQ,прекрасное лицо
AgACAgIAAxkDAAIC22ElPB-aNyEPFhwaP_dhgOeLsdlfAAIvtjEbfY8oSQI8u4xnQtBOAQADAgADeAADIAQ,"мой ямщик,"
AgACAgIAAxkDAAIC3GElPB_isakR8_boyOKTFUxplPBCAAIwtjEbfY8oSaSdFIDPWiKjAQADAgADbQADIAQ,Аркалык
AgACAgIAAxkDAAIC3WElPB8PE7EJPtXhDBNEdYXJFphiAAIxtjEbfY8oSYCgJyz9t47hAQADAgADeAADIAQ,ТУРКЕСТАНСКАЯ
AgACAgIAAxkDAAIC3mElPCCIqXD98lchu5tUzL1c5MPXAAIytjEbfY8oSSfaiYtcSvXhAQADAgADeAADIAQ,Талдыкоргаи
AgACAgIAAxkDAAIC32ElPCDxnXLYsvG-4DNOvbBzmxw9AAIztjEbfY8oSdX-fGAgOTewAQADAgADbQADIAQ,позабыли
AgACAgIAAxkDAAIC4GElPCDLndha39tmj-yGW2zUbIFoAAI0tjEbfY8oSZ2lnf7neMewAQADAgADeAADIAQ,законов судьбы
AgACAgIAAxkDAAIC4WElPCAyLwckLm2wyoW0Dc00gK8NAAI1tjEbfY8oSUeqwBvL8Ne5AQADAgADbQADIAQ,Злые
AgACAgIAAxkDAAIC4mElPCFP77pGiKbE_sEcrHqGLaijAAI2tjEbfY8oSVnG7oyC1MK7AQADAgADeAADIAQ,Путь указуя
AgACAgIAAxkDAAIC42ElPCFOoIH_O_kZ65o5n1Plq9OXAAI3tjEbfY8oSSxOOFAkoHALAQADAgADbQADIAQ,"конвоя,"
AgACAgIAAxkDAAIC5GElPCGnm1cofHZi8hRkmPT9_LEfAAI4tjEbfY8oSeqPLq89YS6zAQADAgADbQADIAQ,Караганда
AgACAgIAAxkDAAIC5WElPCJZ-DFX70JNNNMQ6P57Wx1GAAI5tjEbfY8oSbn1zN9VtV8VAQADAgADbQADIAQ,отстал
AgACAgIAAxkDAAIC5mElPCLxZSSa_xuanDFe7u_Wi9HtAAI6tjEbfY8oSSNKlAg3d1QOAQADAgADeAADIAQ,"И ум, как прежде"
AgACAgIAAxkDAAIC52ElPCI-8muvQhGVAe6owHoWDb6YAAI7tjEbfY8oSfj9PxRc55PGAQADAgADbQADIAQ,"и ловок,"
AgACAgIAAxkDAAIC6GElPCJlL9rxvO6hwb60c9NfnWSLAAI8tjEbfY8oSQw7_WyE4ZL0AQADAgADeAADIAQ,возвратясь
AgACAgIAAxkDAAIC6WElPCISg9j3i7mRXGgg-Bnjh2WgAAI9tjEbfY8oSR3Ij4wUl9mIAQADAgADbQADIAQ,"Ой,"
AgACAgIAAxkDAAIC6mElPC3xrakRGNQWIVsxxxL1vipOAAI-tjEbfY8oSTkQTM61FVNNAQADAgADeAADIAQ,"не испытал,"
AgACAgIAAxkDAAIC62ElPC6t0HOB6oqNGQbaPry5eWYGAAI_tjEbfY8oScfTbP0Pfb4-AQADAgADbQADIAQ,Горняцкий
AgACAgIAAxkDAAIC7GElPC7rz-pa9Q_O-Pr1QSU7zaKzAAJAtjEbfY8oSTLj0CMCjF51AQADAgADbQADIAQ,Макат
AgACAgIAAxkDAAIC7WElPC79TKxqz3Jum_esIHPE5gLbAAJBtjEbfY8oSQMeCdOQVoguAQADAgADeAADIAQ,что меня вскормила
AgACAgIAAxkDAAIC7mElPC6b906szDiyE2aAfiWjp-PRAAJCtjEbfY8oSVR1xWBAzL1nAQADAgADbQADIAQ,Акмолинская
AgACAgIAAxkDAAIC72ElPC7CtdROn-t0L4ygUq7AgmWfAAJDtjEbfY8oST6fGlM62DOfAQADAgADeAADIAQ,Зачем не могу
AgACAgIAAxkDAAIC8GElPC_oOt-01iy4FdN9eptiPu-gAAJEtjEbfY8oSbmZtigwjlMdAQADAgADeAADIAQ,"струну бы задел,"
AgACAgIAAxkDAAIC8WElPC8ePoOX96Atswqd_M6Sx9_xAAJFtjEbfY8oSWo3dZuDN0fxAQADAgADeAADIAQ,ПЕТРОПАВЛОВСК
AgACAgIAAxkDAAIC8mElPC-QNOcn1UrjBXppQ5wY6WM9AAJGtjEbfY8oSZ2oGk886f3VAQADAgADbQADIAQ,Сарыколь
AgACAgIAAxkDAAIC82ElPC_5Crvl9tOe4IY-qeP7ECV2AAJHtjEbfY8oSaS9mXQavpeGAQADAgADeAADIAQ,Туркестанская
AgACAgIAAxkDAAIC9GElPC-kv4f1sz6wNKG4miA_qyMWAAJItjEbfY8oSbTWVGVLdNmmAQADAgADbQADIAQ,Акмолинская
AgACAgIAAxkDAAIC9WElPDCv15J7a7bYdA025MXlcC3_AAJJtjEbfY8oSdESs9s-1NL4AQADAgADeAADIAQ,Казахстан
AgACAgIAAxkDAAIC9mElPDCXNrV48_ewpt5FVDoVGlDYAAJKtjEbfY8oScHp-o013lfQAQADAgADeAADIAQ,"На запад, на запад"
AgACAgIAAxkDAAIC92ElPDCcx5Kyu2VZ2qoMGRaE1dRlAAJLtjEbfY8oSZMp_lXUJmq3AQADAgADbQADIAQ,Украина
AgACAgIAAxkDAAIC-GElPDAKjYA-VCE2eBLA2ZyPi5PvAAJMtjEbfY8oSaJG-hlyipfjAQADAgADeAADIAQ,Костанай
AgACAgIAAxkDAAIC-WElPDCnHPyXZ-ZxufqJhWAsInlYAAJNtjEbfY8oSRQ5eKETBnPaAQADAgADbQADIAQ,Караганда
AgACAgIAAxkDAAIC-mElPDCyoWE6y_k0LS9DRU1OzX_aAAJOtjEbfY8oSfJ_dWOSK49WAQADAgADeAADIAQ,Отеген батыра
AgACAgIAAxkDAAIC-2ElPDE8xYVQaJFiQ0wy8fo6N6_EAAJPtjEbfY8oSYTF50dGVmRdAQADAgADeAADIAQ,Как памятники
AgACAgIAAxkDAAIC_GElPDFfiQ4CF7udSrmUl5OPpZrtAAJQtjEbfY8oScjrop-oTLDjAQADAgADeAADIAQ,Туркестанская
AgACAgIAAxkDAAIC_WElPDEpvSe-30tFhPD9ejojVbVUAAJRtjEbfY8oSenFkzxy0ZOAAQADAgADeAADIAQ,"Зарывшись,"
AgACAgIAAxkDAAIC_mElPDE2P55X5oCJQAqCn_Px4opSAAJStjEbfY8oSeuejE8YXT3RAQADAgADeAADIAQ,"не зная о любви,"
AgACAgIAAxkDAAIC_2ElPDGKQ8G6gnCIG0V5ckeT_Oi7AAJTtjEbfY8oSemqAywFxqS0AQADAgADeAADIAQ,чувствую солидарность
AgACAgIAAxkDAAIDAAFhJTwxlzOG8E73JViWhTpRE5sJkgACVLYxG32PKEloUHzYrN0okwEAAwIAA20AAyAE,Аральск
AgACAgIAAxkDAAIDAWElPDEKeroG034RbMosstBpMo12AAJVtjEbfY8oSeU7dujB9osOAQADAgADbQADIAQ,АКТОБЕ
AgACAgIAAxkDAAIDAmElPDJRJedT2AfpQsH-yD7EP9uqAAJWtjEbfY8oSUAJqak9K_cHAQADAgADbQADIAQ,Павлодарская
AgACAgIAAxkDAAIDA2ElPDI8lQN_Yt_UhGQkkDIghwurAAJXtjEbfY8oSfbpQVx6GtJTAQADAgADeAADIAQ,"На их огонь,"
AgACAgIAAxkDAAIDBGElPDKTKUdzkviFnE61kZN4KIKmAAJYtjEbfY8oSbHkjhAuTvp3AQADAgADeAADIAQ,Октябрьский
AgACAgIAAxkDAAIDBWElPDKI1Y9bvS4MigXXCh4Hy8fjAAJZtjEbfY8oSY6D7eJgJuNyAQADAgADeAADIAQ,ПЕТРОПАВЛОВСК
AgACAgIAAxkDAAIDBmElPDJzbQgivo258CLj4KFIW31OAAJatjEbfY8oSYmRuJOycjAPAQADAgADeAADIAQ,Жаркент
AgACAgIAAxkDAAIDB2ElPDLZh_0CxpTSmFV-yoUKOwABsAACW7YxG32PKEmYbUk6zjuaiAEAAwIAA3gAAyAE,Махтинск
AgACAgIAAxkDAAIDCGElPD7OzR5NChPR9zhXvX95ccerAAJctjEbfY8oSZnIE6Eky5ICAQADAgADeAADIAQ,молодость прошла!
AgACAgIAAxkDAAIDCWElPD6yszGVdn1DNne3GjpeCeHiAAJdtjEbfY8oSUXeoqYVFlYeAQADAgADeAADIAQ,и ты ушла из дому.
AgACAgIAAxkDAAIDCmElPD-AS241URRT05bTbfGdB8GxAAJetjEbfY8oSTq-wR2nWUzgAQADAgADeAADIAQ,Серебрянск
AgACAgIAAxkDAAIDC2ElPD_KectVtoNc4K1odhlsRugpAAJftjEbfY8oSS0fqv8Qw3YGAQADAgADeAADIAQ,"Как раздалая, так"
AgACAgIAAxkDAAIDDGElPD964As82p__RlJX1SHzxQABUQACYLYxG32PKEknVg2dpdcFLgEAAwIAA20AAyAE,но опять
AgACAgIAAxkDAAIDDWElPD9GzMoQcFSDq1fA4DN9V4MnAAJhtjEbfY8oSZxFcDrigkfSAQADAgADbQADIAQ,срок
AgACAgIAAxkDAAIDDmElPD_h4kNSpS_T-1TpF-1jo3kqAAJitjEbfY8oSfS86MZmQsyjAQADAgADeAADIAQ,Ребят уже не
AgACAgIAAxkDAAIDD2ElPEDVOBxHlhrIb4u5ZCPQqfX6AAJjtjEbfY8oSefgAkHpgNtQAQADAgADbQADIAQ,"луна,"
AgACAgIAAxkDAAIDEGElPECqtUY7XpVfAYYE_ZQWCa4yAAJktjEbfY8oSfE41CPvAlYKAQADAgADeAADIAQ,звук полетел;
AgACAgIAAxkDAAIDEWElPEBkEssl5RZMS6HMiam8woeBAAJltjEbfY8oSWMNjmGAAAGxfgEAAwIAA3gAAyAE,студеной тишиной.
AgACAgIAAxkDAAIDEmElPEBx2ziDI96r_zVCYv4Q53AcAAJmtjEbfY8oSUfo1RDZfwKPAQADAgADeAADIAQ,"И жить, как"
AgACAgIAAxkDAAIDE2ElPEAUhQyHaMblpTcPblTUI6fJAAJntjEbfY8oSRw59t_DJEaCAQADAgADeAADIAQ,С высоты ледника
AgACAgIAAxkDAAIDFGElPEGax53Yt_eQzUf1tTf-ad9nAAJotjEbfY8oSa7NZUDQ-A_QAQADAgADeAADIAQ,вороненый зрачок
AgACAgIAAxkDAAIDFWElPEExtrbTHcezZ5n7_0g6xpTQAAJptjEbfY8oSWEUxH4QO9kgAQADAgADeAADIAQ,смолкнул бы он
AgACAgIAAxkDAAIDFmElPEGXgQKIeoBilGR-n_QOsk0uAAJqtjEbfY8oSdLC_aa4C-ClAQADAgADeAADIAQ,Павлодарская
AgACAgIAAxkDAAIDF2ElPEJd54cOiw4BXQRgampkAYExAAJrtjEbfY8oSTKv26p_s8lrAQADAgADeAADIAQ,"Догони же,"
AgACAgIAAxkDAAIDGGElPELSIbwTcRO6tSBHq76osl2MAAJstjEbfY8oSUs7V_E4-6URAQADAgADbQADIAQ,Костанай
AgACAgIAAxkDAAIDGWElPEL228AcdES5Q3_CxCHBx-b8AAJttjEbfY8oST0prH3RAAHlDwEAAwIAA3gAAyAE,зарослях полыни
AgACAgIAAxkDAAIDGmElPELyMNQ3Ep24JVaaN90RSDt3AAJutjEbfY8oSWvjlLJqAgu6AQADAgADbQADIAQ,Сарань
AgACAgIAAxkDAAIDG2ElPEPSD2iJMb8biSVUPM-d5FeAAAJvtjEbfY8oSXiwjRVHyh9NAQADAgADeAADIAQ,Алматинская
AgACAgIAAxkDAAIDHGElPENLLuKh96AkU14Ocgq0SuFLAAJwtjEbfY8oSVWz5PlAE9FXAQADAgADeAADIAQ,Сперва измучившись
AgACAgIAAxkDAAIDHWElPEMJinKwsq9la6vt6PMK7osnAAJxtjEbfY8oSSDiDb4-vC4cAQADAgADbQADIAQ,Так веа
AgACAgIAAxkDAAIDHmElPEMa_h1rhrI6j2dFjs3bE63fAAJytjEbfY8oSXtPHzC0UjmKAQADAgADeAADIAQ,Усть-Каменогорск
AgACAgIAAxkDAAIDH2ElPES3na6GYN6HCZVkQzRtXaBbAAJztjEbfY8oSRa5WdP6rzemAQADAgADeAADIAQ,ворошат корма
AgACAgIAAxkDAAIDIGElPEQlyAABJ0kIVz2PNk7LxCo_lAACdLYxG32PKEmOagABwTY-nU8BAAMCAAN4AAMgBA,дважды бывал распорот
AgACAgIAAxkDAAIDIWElPEQN5OBoKAno1hvvuX5oq9KdAAJ1tjEbfY8oSRVGASjNwZmEAQADAgADbQADIAQ,"О дблестях,"
AgACAgIAAxkDAAIDImElPEVCAAFshrf7TCAkUKfPDBB18gACdrYxG32PKEmLesPDispMXQEAAwIAA20AAyAE,И я забыл
AgACAgIAAxkDAAIDI2ElPEVMrRX5bEvwcInSiDPJr1CvAAJ3tjEbfY8oSf-sf9xB4hvIAQADAgADeAADIAQ,Прекрасно в нас
